picked_by,first_name,last_name,full_name,player_id,position,team,years_exp,rookie_year,rookie_deal,contract_length,sal_rank,ntc_elig,_2023_2024,_2024_2025,_2025_2026,contracts_needed,Y0,Y1,Y2,taxi
gnawhnehpets,Alec,Pierce,Alec Pierce,8142,WR,IND,1,2022,,2,100,,$5,$7,.,0,,,,
gnawhnehpets,Jonathan,Mingo,Jonathan Mingo,10225,WR,CAR,0,2023,Y,3,100,,$5,$7,$10,0,,,,X
gnawhnehpets,Ezekiel,Elliott,Ezekiel Elliott,3164,RB,NE,7,2016,,2,133,,$3,$4,,1,,X,,
gnawhnehpets,DeVonta,Smith,DeVonta Smith,7525,WR,PHI,2,2021,,2,133,,$3,$4,.,0,,,,
gnawhnehpets,Kenneth,Gainwell,Kenneth Gainwell,7567,RB,PHI,2,2021,,2,133,,$3,$4,.,0,,,,
gnawhnehpets,Gerald,Everett,Gerald Everett,4089,TE,LAC,6,2017,,1,162,,$2,,.,0,,,,
gnawhnehpets,K.J.,Osborn,K.J. Osborn,7066,WR,MIN,3,2020,,2,162,,$2,$2,.,0,,,,
gnawhnehpets,Chuba,Hubbard,Chuba Hubbard,7594,RB,CAR,2,2021,,1,162,,$2,,,1,X,,,
gnawhnehpets,Jerome,Ford,Jerome Ford,8143,RB,CLE,1,2022,,2,162,,$2,$3,.,1,X,,,
gnawhnehpets,Jelani,Woods,Jelani Woods,8219,TE,IND,1,2022,,2,162,,$2,$3,.,0,,,,
gnawhnehpets,Michael,Thomas,Michael Thomas,3199,WR,NO,7,2016,,2,194,,$1,$2,,1,,X,,
gnawhnehpets,Evan,Hull,Evan Hull,9220,RB,IND,0,2023,Y,3,194,,$1,$1,$2,0,,,,X
gnawhnehpets,Aidan,O'Connell,Aidan O'Connell,10866,QB,LV,0,2023,Y,3,194,,$1,$1,$2,0,,,,
